43.577103,-116.559097
40.203766,-74.78041
36.219921,-94.180537
45.489506,-122.857878
41.24077,-77.053894
34.415471,-119.836929
35.186062,-101.8666
38.400055,-82.578725
44.996985,-89.607501
40.429062,-79.795128
36.790028,-119.831711
36.790028,-119.831711
41.247057,-77.054451
42.319635,-71.231932
41.262299,-96.082367
32.52515,-93.750175
41.262299,-96.082367
32.343151,-90.778514
33.66985273,-112.21472768
32.52515,-93.750175
36.659041,-121.816635
41.361088,-72.122704
32.751637,-97.277
32.299463,-110.9684743
41.258198,-89.227699
41.258198,-89.227699
38.41721,-82.309319
42.346079,-122.867992
30.322768,-81.548213
30.394878,-91.160469
32.43976153,-99.76076318
37.412219,-77.647244
38.39798625,-82.51642736666666
38.41721,-82.309319
45.024166,-85.600914
41.831262,-88.012705
32.343151,-90.778514
32.484983,-99.717097
37.215324,-93.298241
33.789465,-118.137129
41.615424,-87.248253
42.28895276,-83.8394226
29.836158,-82.650284
37.77301,-87.035538
37.77301,-87.035538
36.133031,-115.161817
39.712354,-84.256946
30.196168,-90.92806
41.793514,-88.075943
41.258198,-89.227699
41.793514,-88.075943
37.725079,-89.876984
37.725079,-89.876984
36.590434,-94.769223
35.182415,-89.868042
35.182415,-89.868042
38.949615,-104.802521
30.598483,-88.164030
35.734691,-86.895791
38.958029,-77.358959
36.341154,-119.336291
38.949615,-104.802521
33.954332,-84.126685
30.027977,-95.512079
47.673988,-122.121513
47.673988,-122.121513
45.489506,-122.857878
32.529716,-97.286865
38.254967,-85.758873
38.254967,-85.758873
41.793514,-88.075943
44.8908,-89.547623
44.8908,-89.547623
30.127106,-91.841767
32.3278136,-88.8070886
40.203766,-74.78041
44.05792236328125,-123.00120770931244
33.789465,-118.137129
32.529716,-97.286865
25.688036,-80.319854
37.725079,-89.876984
25.670219,-80.449455
25.670219,-80.449455
32.484983,-99.717097
42.118710,-87.779454
38.059973,-78.676738
45.474323,-122.648849
37.752233,-122.199423
31.91411945,-102.40082715
45.474323,-122.648849
42.346081,-122.867989
45.024166,-85.600914
37.215324,-93.298241
37.48605,-77.497826
25.644292,-80.400658
39.208165,-119.743394
37.48605,-77.497826
41.666845,-86.215244
39.8496066,-86.0446042
39.55075979232788,-82.53502070903778
29.981285,-90.1726
42.346081,-122.867989
41.714199,-89.328705
29.981285,-90.1726
38.35635602474213,-121.93626344203949
31.913985233333335,-102.40099338333333
29.849439,-81.322648
45.657272,-68.709755
45.657272,-68.709755
30.409721,-90.886581
33.187333,-96.755122
30.409721,-90.886581
37.412219,-77.647244
40.617094,-79.153667
33.719251,-118.289445
30.127106,-91.841766
40.6809145,-80.10265726
30.127106,-91.841766
29.699375,-91.206772
33.521626,-86.72879
31.317211,-94.718957
29.424122,-98.493629
42.28895276,-83.8394226
39.8496066,-86.0446042
39.632476,-86.863881
29.699375,-91.206772
36.088968,-95.942976
40.612103,-79.152719
30.267153,-97.743057
42.557148,-83.093407
25.688036,-80.319855
29.424122,-98.493629
30.267153,-97.743057
42.980956,-78.875908
25.688036,-80.319855
38.265156,-85.869095
44.996986,-89.607498
32.343151,-90.778514
44.996986,-89.607498
38.265156,-85.869095
35.540199,-97.572308
19.1716575623,73.024084568
30.234924,-92.268463
40.05809,-80.684708
40.05809,-80.684708
30.234924,-92.268463
33.209843,-87.569176
38.400055,-82.578728
38.400055,-82.578728
41.228182,-95.934807
44.2601657833,-88.3582569333
38.147896,-79.106773
33.209843,-87.569176
38.431390,-121.833609
33.723288,-118.290793
30.486856,-90.956215
30.486856,-90.956215
45.446232,-122.639259
45.446232,-122.639259
28.040172,-81.708568
39.55070078372955,-82.53495633602142
42.493787,-82.950948
29.753043,-82.594672
39.840317,-88.954803
39.840317,-88.954803
41.714199,-89.328705
44.2601657833,-88.3582569333
36.590435,-94.769226
29.699375,-91.206772
39.8496066,-86.0446042
32.580631,-96.992378
38.411433,-82.353229
47.750745,-116.736342
40.600609,-73.962303
38.589916,-89.831772
38.589916,-89.831772
40.600609,-73.962303
35.228501,-97.495320
34.997544,-85.208772
39.632477,-86.863884
39.632477,-86.863884
41.42871,-112.052814
36.331951,-119.291847
33.736504,-84.49824
42.493786,-82.950951
42.493786,-82.950951
40.478766560554504,-85.97296893596649
30.240775,-93.151907
36.331951,-119.291847
37.752233,-122.199423
29.521469,-97.438896
42.980956,-78.875908
45.024166,-85.600914
29.521469,-97.438896
29.84944,-81.322647
29.84944,-81.322647
30.394878,-91.160469
39.29438697,-76.59452304
50.444467,-104.614382
35.126527,-90.010662
41.361088,-72.122704
42.28895596,-83.83943246
35.7497477531,-80.9727412462
35.734692,-86.89579
35.734692,-86.89579
41.42871,-112.052814
35.333094,-96.798228
19.1716575623,73.024084568
33.447265625,-86.90065002441406
41.093856,-85.220766
51.469017,-0.168787
34.620318,-86.55488
51.469017,-0.168787
33.95433,-84.126686
37.215324,-93.298241
33.95433,-84.126686
42.28895596,-83.83943246
44.2601657833,-88.3582569333
30.451289,-87.172971
36.190893,-95.925539
44.863382,-93.048615
35.932618,-84.004803
33.736504,-84.49824
40.478761196136475,-85.9729528427124
39.683723,-75.749657
35.932618,-84.004803
30.388029,-86.413138
35.7497477531,-80.9727412462
41.093856,-85.220766
33.1716,-87.5432
47.5175,-111.21888888888888
30.540999,-88.672064
39.29438697,-76.59452304
36.204197,-83.314965
30.388029,-86.413138
31.70932,-98.991158
32.671984,-94.894648
28.073643,-82.426003
33.736504,-84.49824
42.28895596,-83.83943246
38.300655,-81.557068
40.531505,-105.096385
35.230843,-97.496715
38.300655,-81.557068
34.604379,-86.838743
42.945869,-83.671244
33.777603,-118.191765
37.41222,-77.647247
36.003459,-86.595508
47.5175,-111.21888888888888
31.056013,-97.464455
33.5091074,-79.5432922
42.941546,-83.667034
41.07738196849823,-80.57965815067291
37.41222,-77.647247
41.489857,-90.573074
31.668562,-97.330055
36.224852,-94.179136
33.777603,-118.191765
31.056013,-97.464455
41.489857,-90.573074
42.980957,-78.875908
31.668562,-97.330055
